# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "miRNA" "-g" "ID" "-F" "GFF" "-a" "/home/marianaurera/capstone/hsa.gff3" "-T" "4" "-s" "1" "-o" "/home/marianaurera/capstone/aligned/kidney_counts_newtry.txt" "RXF393_1_sorted.bam" "RXF393_2_sorted.bam" "SKRC39_1_sorted.bam" "SKRC39_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RXF393_1_sorted.bam	RXF393_2_sorted.bam	SKRC39_1_sorted.bam	SKRC39_2_sorted.bam
MIMAT0021126	chr14	106850943	106850964	-	22	0	0	0	0
MIMAT0021127	chr14	106850910	106850930	-	21	0	0	0	0
MIMAT0014980	chr15	20832838	20832860	+	23	0	0	0	0
MIMAT0022494	chr15	20940261	20940279	+	19	0	0	0	0
MIMAT0014980_1	chr15	21406428	21406450	+	23	0	0	0	0
MIMAT0022494_1	chr15	21513968	21513986	+	19	1	0	0	0
MIMAT0014980_2	chr15	21843793	21843815	+	23	0	0	0	0
MIMAT0022494_2	chr15	21951251	21951269	+	19	0	0	0	0
MIMAT0005922	chr15	22225308	22225325	-	18	2	4	0	0
MIMAT0019046	chr15	23197844	23197865	+	22	0	0	0	0
MIMAT0019045	chr15	23562107	23562123	-	17	0	0	0	0
MIMAT0019824	chr15	25848795	25848816	-	22	0	0	0	0
MIMAT0019825	chr15	25848758	25848780	-	23	0	0	0	0
MIMAT0019046_1	chr15	28426508	28426529	+	22	0	0	0	0
MIMAT0019046_2	chr15	28490807	28490828	-	22	0	0	0	0
MIMAT0000268	chr15	31065095	31065116	-	22	3	2	0	6
MIMAT0022694	chr15	31065059	31065079	-	21	0	0	0	0
MIMAT0005588	chr15	34382069	34382088	-	20	0	0	0	0
MIMAT0022943	chr15	34382126	34382147	-	22	0	0	0	0
MIMAT0005588_1	chr15	34528290	34528309	-	20	0	0	0	0
MIMAT0022943_1	chr15	34528347	34528368	-	22	0	0	0	0
MIMAT0018358	chr15	35372321	35372342	-	22	0	0	0	0
MIMAT0019230	chr15	35372280	35372300	-	21	0	0	0	0
MIMAT0019047	chr15	35926863	35926884	+	22	17	35	8	23
MIMAT0030990	chr15	36972831	36972852	-	22	0	0	0	0
MIMAT0003295	chr15	41691645	41691663	+	19	0	0	0	0
MIMAT0016862	chr15	41866505	41866520	-	16	0	0	0	0
MIMAT0003296	chr15	42199630	42199651	-	22	0	0	1	0
MIMAT0026623	chr15	42199593	42199612	-	20	0	0	0	0
MIMAT0005940	chr15	43793732	43793751	-	20	0	0	0	0
MIMAT0041617	chr15	44717844	44717868	+	25	0	0	0	0
MIMAT0041618	chr15	44717872	44717893	+	22	0	0	0	0
MIMAT0004928	chr15	45433098	45433118	+	21	13	16	0	1
MIMAT0037331	chr15	45433061	45433082	+	22	0	0	0	0
MIMAT0019826	chr15	49169121	49169142	-	22	0	0	0	0
MIMAT0019827	chr15	49169079	49169100	-	22	0	0	0	0
MIMAT0019818	chr15	50360337	50360358	+	22	0	0	0	0
MIMAT0019819	chr15	50360385	50360405	+	21	0	0	0	0
MIMAT0019820	chr15	51242200	51242221	+	22	0	0	0	0
MIMAT0019821	chr15	51242233	51242254	+	22	0	0	0	0
MIMAT0031176	chr15	51314088	51314107	-	20	0	0	0	0
MIMAT0031176_1	chr15	51314034	51314053	+	20	0	0	0	0
MIMAT0005920	chr15	52277166	52277188	-	23	0	0	0	0
MIMAT0026742	chr15	52277131	52277152	-	22	0	0	0	0
MIMAT0004809	chr15	55372991	55373012	-	22	0	0	0	0
MIMAT0003297	chr15	55372954	55372974	-	21	535	378	0	0
MIMAT0011160	chr15	59171229	59171249	-	21	26	0	0	0
MIMAT0011161	chr15	59171192	59171212	-	21	0	0	0	0
MIMAT0030994	chr15	62304703	62304724	-	22	0	0	0	0
MIMAT0023710	chr15	62343111	62343129	+	19	0	0	0	0
MIMAT0000458	chr15	62823971	62823992	+	22	63	18	0	1
MIMAT0026482	chr15	62824008	62824028	+	21	0	19	0	0
MIMAT0001339	chr15	63870989	63871010	-	22	2	1	2	1
MIMAT0005925	chr15	64762471	64762496	-	26	0	0	0	0
MIMAT0019048	chr15	65719297	65719318	-	22	0	0	0	0
MIMAT0016863	chr15	66040243	66040260	+	18	0	0	0	0
MIMAT0019049	chr15	66496965	66496986	-	22	0	0	0	0
MIMAT0016864	chr15	68801860	68801878	-	19	0	0	0	0
MIMAT0004810	chr15	70079427	70079447	-	21	0	17	0	0
MIMAT0003298	chr15	70079387	70079408	-	22	238	289	1	2081
MIMAT0003299	chr15	72587277	72587298	+	22	0	0	0	0
MIMAT0049031	chr15	73299962	73299979	+	18	0	0	0	0
MIMAT0027662	chr15	74411406	74411427	-	22	0	0	0	0
MIMAT0027663	chr15	74411361	74411382	-	22	0	0	0	0
MIMAT0019050	chr15	74788723	74788744	-	22	0	0	0	0
MIMAT0027664	chr15	74840681	74840702	-	22	0	0	0	0
MIMAT0027665	chr15	74840642	74840665	-	24	0	0	0	0
MIMAT0003300	chr15	75353650	75353670	-	21	0	0	0	0
MIMAT0016865	chr15	75762286	75762305	-	20	0	0	0	0
MIMAT0000454	chr15	79209840	79209861	+	22	0	1	1	0
MIMAT0022260	chr15	80581179	80581199	+	21	0	0	0	0
MIMAT0003333	chr15	80841993	80842013	-	21	0	0	0	0
MIMAT0037328	chr15	80842025	80842046	-	22	0	4	0	0
MIMAT0019051	chr15	80997450	80997467	-	18	0	0	0	0
MIMAT0019052	chr15	83067349	83067370	+	22	0	0	0	0
MIMAT0030021	chr15	85380639	85380662	+	24	30	86	0	0
MIMAT0005930	chr15	85770548	85770567	-	20	27	27	0	0
MIMAT0021037	chr15	85825655	85825673	+	19	0	0	0	0
MIMAT0021038	chr15	85825692	85825710	+	19	0	0	0	0
MIMAT0043996	chr15	87946248	87946268	-	21	0	0	0	0
MIMAT0043997	chr15	87946211	87946228	-	18	0	0	0	0
MIMAT0005824	chr15	88608121	88608141	+	21	0	0	0	0
MIMAT0000252	chr15	88611856	88611879	+	24	26053	23201	2953	13788
MIMAT0004554	chr15	88611896	88611917	+	22	0	0	0	0
MIMAT0019828	chr15	88611894	88611915	-	22	0	0	0	0
MIMAT0022741	chr15	88611856	88611879	-	24	0	0	0	0
MIMAT0027432	chr15	89326782	89326805	-	24	0	0	0	0
MIMAT0027433	chr15	89326742	89326763	-	22	7	10	0	0
MIMAT0000441_1	chr15	89368032	89368054	+	23	36	50	0	210
MIMAT0000442_1	chr15	89368071	89368092	+	22	0	0	0	0
MIMAT0021086	chr15	89850690	89850711	-	22	0	0	0	0
MIMAT0021041	chr15	89883987	89884010	-	24	0	0	0	0
MIMAT0021042	chr15	89883949	89883970	-	22	0	0	0	0
MIMAT0015051	chr15	90006764	90006786	+	23	75	0	0	0
MIMAT0015052	chr15	92904408	92904429	+	22	33	0	0	0
MIMAT0007347	chr15	96333261	96333282	+	22	0	0	0	0
MIMAT0019822	chr15	98784435	98784456	+	22	0	0	0	0
MIMAT0019823	chr15	98784473	98784494	+	22	0	0	0	0
MIMAT0005890_2	chr15	101960504	101960524	-	21	0	0	0	0
MIMAT0027618_2	chr15	101973529	101973551	+	23	0	0	0	0
MIMAT0027619_2	chr15	101973569	101973591	+	23	0	0	0	0
MIMAT0027618_3	chr16	17092	17114	-	23	0	0	0	0
MIMAT0027619_3	chr16	17052	17074	-	23	0	0	0	0
MIMAT0022289	chr16	535316	535333	+	18	0	0	0	0
MIMAT0022290	chr16	535348	535368	+	21	0	0	0	0
MIMAT0015053	chr16	543336	543354	+	19	0	0	0	0
MIMAT0003325	chr16	770243	770263	+	21	0	0	0	0
MIMAT0015054	chr16	1735038	1735058	+	21	0	0	0	0
MIMAT0019215	chr16	1734995	1735017	+	23	0	0	0	0
MIMAT0005572	chr16	2090263	2090284	-	22	0	0	0	0
MIMAT0005573	chr16	2090195	2090216	-	22	0	0	0	0
MIMAT0025847	chr16	2106720	2106743	-	24	0	0	0	0
MIMAT0025848	chr16	2106679	2106701	-	23	2	0	0	0
MIMAT0019053	chr16	2133120	2133136	+	17	2	0	0	0
MIMAT0018178	chr16	2136076	2136094	-	19	0	0	0	0
MIMAT0018101	chr16	2270751	2270772	+	22	0	0	0	0
MIMAT0019221	chr16	2270715	2270736	+	22	0	0	0	0
MIMAT0004983	chr16	2271806	2271826	+	21	0	48	0	0
MIMAT0019829	chr16	2274629	2274650	+	22	0	0	0	0
MIMAT0019830	chr16	2274661	2274681	+	21	4	0	0	0
MIMAT0027434	chr16	2445397	2445419	+	23	0	0	0	0
MIMAT0027435	chr16	2445436	2445457	+	22	0	0	0	0
MIMAT0027436	chr16	2463972	2463994	+	23	0	0	0	0
MIMAT0027437	chr16	2464011	2464034	+	24	0	0	0	0
MIMAT0015055	chr16	2531979	2531995	-	17	0	0	0	0
MIMAT0024599	chr16	3485422	3485439	-	18	0	0	0	0
MIMAT0027438	chr16	4671323	4671343	+	21	0	0	0	0
MIMAT0027439	chr16	4671370	4671390	+	21	0	0	0	0
MIMAT0030992	chr16	5632533	5632556	+	24	0	0	0	0
MIMAT0005928_1	chr16	11306491	11306512	-	22	10	1	0	0
MIMAT0019831	chr16	12720321	12720341	+	21	0	0	0	0
MIMAT0004767	chr16	14303980	14304001	+	22	122	192	0	0
MIMAT0002819	chr16	14304017	14304038	+	22	5462	4048	1206	2691
MIMAT0000710	chr16	14309340	14309361	+	22	232	145	197	0
MIMAT0009199	chr16	14309300	14309322	+	23	0	50	0	0
MIMAT0015056	chr16	14901559	14901580	+	22	0	0	0	0
MIMAT0018093	chr16	14907756	14907779	+	24	0	0	0	0
MIMAT0015057	chr16	14911237	14911261	+	25	0	0	0	0
MIMAT0015058	chr16	14911281	14911302	+	22	0	0	0	0
MIMAT0025478	chr16	14925941	14925963	+	23	0	0	0	0
MIMAT0025479	chr16	14925980	14926001	+	22	0	6	0	0
MIMAT0027440	chr16	14930825	14930848	+	24	0	0	0	0
MIMAT0027441	chr16	14930859	14930879	+	21	3	0	0	0
MIMAT0009447	chr16	15010329	15010350	-	22	0	0	0	0
MIMAT0025847_1	chr16	15134117	15134140	-	24	0	0	0	0
MIMAT0025848_1	chr16	15134076	15134098	-	23	2	0	0	0
MIMAT0018178_1	chr16	15154949	15154967	-	19	0	0	0	0
MIMAT0025468	chr16	15611072	15611094	-	23	0	0	0	0
MIMAT0025469	chr16	15611031	15611052	-	22	0	0	0	0
MIMAT0002174	chr16	15643301	15643322	+	22	413	325	1013	1057
MIMAT0015056_1	chr16	16300210	16300231	+	22	0	0	0	0
MIMAT0018093_1	chr16	16306409	16306432	+	24	0	0	0	0
MIMAT0015057_1	chr16	16309892	16309916	+	25	0	0	0	0
MIMAT0015058_1	chr16	16309936	16309957	+	22	0	0	0	0
MIMAT0025478_1	chr16	16324592	16324614	+	23	0	0	0	0
MIMAT0025479_1	chr16	16324631	16324652	+	22	0	20	1	0
MIMAT0027440_1	chr16	16329310	16329333	+	24	0	0	0	0
MIMAT0027441_1	chr16	16329344	16329364	+	21	1	0	0	0
MIMAT0025478_2	chr16	16368880	16368902	+	23	0	0	0	0
MIMAT0025479_2	chr16	16368919	16368940	+	22	0	13	0	1
MIMAT0025478_3	chr16	18344053	18344075	-	23	0	0	0	0
MIMAT0025479_3	chr16	18344015	18344036	-	22	0	15	0	0
MIMAT0027440_2	chr16	18379382	18379405	-	24	0	0	0	0
MIMAT0027441_2	chr16	18379351	18379371	-	21	0	0	0	0
MIMAT0015057_2	chr16	18402230	18402254	-	25	0	0	0	0
MIMAT0015058_2	chr16	18402189	18402210	-	22	0	0	0	0
MIMAT0018093_2	chr16	18405700	18405723	-	24	0	0	0	0
MIMAT0015056_2	chr16	18411905	18411926	-	22	0	0	0	0
MIMAT0018093_3	chr16	18488303	18488326	-	24	0	0	0	0
MIMAT0015056_3	chr16	18494504	18494525	-	22	0	0	0	0
MIMAT0018106	chr16	21506101	21506122	-	22	9	0	0	0
MIMAT0018107	chr16	21506064	21506086	-	23	0	0	0	0
MIMAT0030415	chr16	24203148	24203168	+	21	0	0	0	0
MIMAT0030416	chr16	24203186	24203207	+	22	0	0	0	0
MIMAT0015060	chr16	26025246	26025268	+	23	0	1	0	0
MIMAT0027625	chr16	28391025	28391046	-	22	0	0	0	0
MIMAT0027626	chr16	28390984	28391007	-	24	0	0	0	0
MIMAT0027625_1	chr16	28724257	28724278	+	22	0	0	0	0
MIMAT0027626_1	chr16	28724296	28724319	+	24	0	0	0	0
MIMAT0019835	chr16	28843927	28843948	-	22	0	0	0	0
MIMAT0019054	chr16	28958587	28958611	+	25	0	0	0	0
MIMAT0018106_1	chr16	29599231	29599252	-	22	4	0	0	0
MIMAT0018107_1	chr16	29599194	29599216	-	23	0	0	0	0
MIMAT0019055	chr16	30503968	30503993	+	26	0	0	0	0
MIMAT0019056	chr16	30875301	30875318	-	18	0	0	0	0
MIMAT0010313	chr16	30893951	30893972	+	22	0	0	0	0
MIMAT0039321	chr16	34163601	34163621	+	21	0	8	0	0
MIMAT0027442	chr16	50292621	50292642	+	22	0	0	0	0
MIMAT0027443	chr16	50292655	50292675	+	21	0	0	0	0
MIMAT0015061	chr16	50742313	50742331	+	19	0	0	0	1
MIMAT0018350	chr16	56245577	56245598	+	22	0	0	0	0
MIMAT0000430	chr16	56858527	56858549	+	23	295	426	0	0
MIMAT0004596	chr16	56858574	56858595	+	22	0	0	0	0
MIMAT0027627	chr16	56904327	56904349	+	23	0	0	0	0
MIMAT0027444	chr16	57772326	57772347	-	22	0	0	0	0
MIMAT0027445	chr16	57772290	57772312	-	23	0	0	0	0
MIMAT0000752	chr16	67202327	67202348	-	22	58	97	441	212
MIMAT0026486	chr16	67202367	67202389	-	23	0	0	0	0
MIMAT0027446	chr16	68233472	68233494	-	23	0	0	0	0
MIMAT0027447	chr16	68233426	68233447	-	22	0	0	0	0
MIMAT0007400	chr16	69565808	69565830	-	23	0	0	0	0
MIMAT0000431	chr16	69933103	69933124	+	22	399	410	3	6
MIMAT0004597	chr16	69933142	69933162	+	21	130	83	2	932
MIMAT0009447_1	chr16	70030393	70030414	+	22	0	0	0	0
MIMAT0019832	chr16	76868988	76869009	+	22	0	0	0	0
MIMAT0019833	chr16	81385021	81385042	+	22	0	0	0	0
MIMAT0019834	chr16	81385063	81385083	+	21	0	0	0	0
MIMAT0030429	chr16	81533942	81533962	+	21	16	0	0	0
MIMAT0025464	chr16	81611352	81611372	+	21	0	0	0	0
MIMAT0025465	chr16	81611387	81611406	+	20	0	0	0	0
MIMAT0030985	chr16	82688988	82689009	+	22	0	0	0	0
MIMAT0015062	chr16	83508349	83508365	+	17	1	12	7	0
MIMAT0049022	chr16	85207860	85207885	+	26	0	0	0	0
MIMAT0021085	chr16	85306236	85306258	-	23	0	0	0	0
MIMAT0007884	chr16	85741669	85741689	-	21	42	43	500	0
MIMAT0026917	chr16	85741631	85741650	-	20	0	0	0	0
MIMAT0027448	chr16	85918352	85918376	+	25	0	0	0	0
MIMAT0027449	chr16	85918396	85918416	+	21	0	0	0	0
MIMAT0027450	chr16	87834631	87834655	-	25	0	0	0	0
MIMAT0027451	chr16	87834592	87834612	-	21	0	0	0	0
MIMAT0044658	chr16	87853906	87853925	+	20	0	0	0	0
MIMAT0021120	chr16	88468943	88468966	+	24	0	0	0	0
MIMAT0027088	chr16	88468984	88469004	+	21	0	0	0	0
MIMAT0019836	chr16	88716315	88716337	-	23	0	16	0	0
MIMAT0019837	chr16	88716278	88716299	-	22	0	0	0	0
MIMAT0015063	chr17	1022529	1022550	-	22	0	0	0	0
MIMAT0004495	chr17	1713952	1713973	-	22	43	86	98	0
MIMAT0000077	chr17	1713914	1713935	-	22	9504	11702	2449	10870
MIMAT0004594	chr17	2049965	2049986	-	22	451	902	4	381
MIMAT0000426	chr17	2049929	2049950	-	22	18	29	0	0
MIMAT0000269	chr17	2050290	2050310	-	21	82	111	0	1
MIMAT0022695	chr17	2050328	2050350	-	23	13	0	0	0
MIMAT0027452	chr17	2692896	2692914	-	19	0	0	0	0
MIMAT0027453	chr17	2692861	2692883	-	23	22	0	0	0
MIMAT0005904	chr17	2748139	2748159	-	21	0	0	0	0
MIMAT0027628	chr17	4969743	4969766	-	24	0	0	0	0
MIMAT0027629	chr17	4969702	4969722	-	21	0	0	0	0
MIMAT0027630	chr17	4970123	4970145	-	23	0	0	0	0
MIMAT0027631	chr17	4970091	4970111	-	21	0	0	0	0
MIMAT0019235	chr17	6655482	6655501	-	20	0	0	0	0
MIMAT0019057	chr17	6655447	6655468	-	22	0	0	0	0
MIMAT0019235_1	chr17	6655449	6655468	+	20	0	0	0	0
MIMAT0020300	chr17	6655481	6655502	+	22	0	0	0	0
MIMAT0000461	chr17	7017667	7017687	-	21	77	25	25	22
MIMAT0004615	chr17	7017628	7017649	-	22	0	0	1	1
MIMAT0002820	chr17	7017979	7017999	-	21	40	22	15	6
MIMAT0004768	chr17	7017938	7017959	-	22	0	0	0	0
MIMAT0000761	chr17	7223343	7223364	-	22	0	0	0	1
MIMAT0000762	chr17	7223308	7223330	-	23	12	23	0	0
MIMAT0016868	chr17	8088066	8088083	+	18	0	0	0	0
MIMAT0027666	chr17	8145045	8145066	-	22	0	0	0	0
MIMAT0027667	chr17	8144994	8145015	-	22	0	0	0	0
MIMAT0019058	chr17	8186948	8186969	+	22	1380	955	3641	1789
MIMAT0004945	chr17	12081909	12081930	+	22	12	150	0	0
MIMAT0004946	chr17	12081966	12081987	+	22	36	42	53	76
MIMAT0019059	chr17	12917313	12917334	-	22	0	0	39	13
MIMAT0005928_2	chr17	13543597	13543618	-	22	5	2	0	0
MIMAT0019853	chr17	15251666	15251687	-	22	0	0	0	0
MIMAT0019854	chr17	15251634	15251655	-	22	0	0	0	0
MIMAT0005942	chr17	16282058	16282078	+	21	0	0	0	0
MIMAT0026743	chr17	16282028	16282050	+	23	0	0	0	0
MIMAT0027454	chr17	17813518	17813540	-	23	0	0	0	0
MIMAT0027455	chr17	17813480	17813499	-	20	14	0	0	0
MIMAT0003301	chr17	17813897	17813916	-	20	0	0	0	0
MIMAT0004811	chr17	17813857	17813878	-	22	0	8	0	0
MIMAT0027456	chr17	18340860	18340881	-	22	0	0	0	0
MIMAT0027457	chr17	18340814	18340834	-	21	0	0	0	0
MIMAT0005825	chr17	19344513	19344534	-	22	1165	878	5395	4542
MIMAT0026735	chr17	19344548	19344568	-	21	0	0	0	0
MIMAT0019060	chr17	27293922	27293942	-	21	0	0	0	0
MIMAT0019838	chr17	28360660	28360683	+	24	22	0	0	0
MIMAT0019839	chr17	28360712	28360733	+	22	0	0	0	0
MIMAT0001631	chr17	28861403	28861424	-	22	45511	46328	14100	32518
MIMAT0019840	chr17	28861377	28861398	+	22	0	0	0	0
MIMAT0004600	chr17	28861583	28861604	-	22	0	20	0	1
MIMAT0000436	chr17	28861548	28861567	-	20	6	17	0	0
MIMAT0019855	chr17	28861700	28861722	-	23	0	0	0	0
MIMAT0019856	chr17	28861668	28861688	-	21	0	0	1	1
MIMAT0019061	chr17	29390668	29390688	+	21	0	0	0	0
MIMAT0004748	chr17	30117095	30117117	+	23	833	440	1840	676
MIMAT0001340	chr17	30117131	30117153	+	23	7641	8839	13102	12966
MIMAT0015064	chr17	30117128	30117151	-	24	0	0	0	0
MIMAT0022731	chr17	30117095	30117117	-	23	0	0	0	0
MIMAT0019857	chr17	31094395	31094416	-	22	0	0	0	0
MIMAT0019858	chr17	31094358	31094379	-	22	0	0	0	0
MIMAT0019841	chr17	31534893	31534915	+	23	0	0	0	0
MIMAT0019842	chr17	31534941	31534961	+	21	0	0	0	0
MIMAT0004614	chr17	31560016	31560037	+	22	564	489	525	493
MIMAT0000459	chr17	31560050	31560071	+	22	469	228	0	19
MIMAT0019843	chr17	31575281	31575301	+	21	0	0	0	0
MIMAT0019844	chr17	31575326	31575347	+	22	107	70	0	0
MIMAT0022833	chr17	31575439	31575460	+	22	33	35	0	0
MIMAT0022834	chr17	31575478	31575499	+	22	263	157	206	2
MIMAT0003302	chr17	32350169	32350187	+	19	0	0	0	0
MIMAT0013863	chr17	37033748	37033768	+	21	0	0	0	0
MIMAT0024612	chr17	37615001	37615019	-	19	0	0	0	0
MIMAT0019859	chr17	38702270	38702291	-	22	0	0	0	0
MIMAT0019845	chr17	38719691	38719713	+	23	0	0	0	0
MIMAT0019846	chr17	38719727	38719748	+	22	0	0	0	0
MIMAT0019847	chr17	38825839	38825859	+	21	0	0	0	0
MIMAT0019848	chr17	38825871	38825892	+	22	0	0	0	0
MIMAT0027458	chr17	38914984	38915004	+	21	0	0	0	0
MIMAT0027459	chr17	38915017	38915037	+	21	0	0	0	0
MIMAT0039765	chr17	39297457	39297477	+	21	0	0	0	0
MIMAT0019849	chr17	39726496	39726518	+	23	0	0	0	0
MIMAT0019850	chr17	39726537	39726561	+	25	0	0	0	0
MIMAT0027668	chr17	40026383	40026404	-	22	0	0	0	0
MIMAT0027669	chr17	40026334	40026356	-	23	0	0	0	0
MIMAT0027632	chr17	40161938	40161960	+	23	0	0	0	0
MIMAT0027633	chr17	40161980	40162001	+	22	0	0	0	0
MIMAT0027634	chr17	40193602	40193624	+	23	0	0	0	0
MIMAT0027635	chr17	40193643	40193663	+	21	0	0	0	0
MIMAT0025476	chr17	41517194	41517215	-	22	0	0	0	0
MIMAT0025477	chr17	41517166	41517186	-	21	0	0	0	0
MIMAT0022277	chr17	42494773	42494794	+	22	0	0	0	0
MIMAT0022278	chr17	42494810	42494830	+	21	0	0	0	0
MIMAT0021043	chr17	42514208	42514229	+	22	0	0	0	0
MIMAT0021044	chr17	42514267	42514288	+	22	0	0	0	0
MIMAT0027460	chr17	42708124	42708146	-	23	0	0	0	0
MIMAT0027461	chr17	42708084	42708104	-	21	0	0	0	0
MIMAT0027462	chr17	42823918	42823938	-	21	0	0	0	0
MIMAT0027463	chr17	42823880	42823901	-	22	0	0	0	0
MIMAT0011162	chr17	43444856	43444876	+	21	0	0	0	0
MIMAT0027464	chr17	44207810	44207834	-	25	0	0	0	0
MIMAT0027465	chr17	44207772	44207794	-	23	0	0	0	0
MIMAT0027466	chr17	44934655	44934676	-	22	0	0	0	0
MIMAT0027467	chr17	44934618	44934639	-	22	0	0	0	0
MIMAT0027468	chr17	45114409	45114428	-	20	0	0	0	0
MIMAT0027469	chr17	45114367	45114388	-	22	0	0	0	0
MIMAT0016866	chr17	45475408	45475425	-	18	0	0	0	0
MIMAT0021081	chr17	46973027	46973047	+	21	0	0	0	0
MIMAT0022984	chr17	46973069	46973091	+	23	0	0	0	0
MIMAT0041128	chr17	48032892	48032913	+	22	0	0	0	0
MIMAT0000438	chr17	48037174	48037194	-	21	124	141	3	3
MIMAT0026479	chr17	48037210	48037232	-	23	0	0	0	0
MIMAT0005866	chr17	48156486	48156506	-	21	0	0	0	0
MIMAT0000253	chr17	48579904	48579926	-	23	5453	5932	42	356
MIMAT0004555	chr17	48579864	48579885	-	22	109	195	0	0
MIMAT0000226_1	chr17	48632532	48632553	-	22	24040	29139	3	407
MIMAT0037307	chr17	48632495	48632515	-	21	0	0	0	0
MIMAT0015065	chr17	48724446	48724468	-	23	0	0	0	0
MIMAT0024613	chr17	49288416	49288434	-	19	0	0	0	0
MIMAT0024782	chr17	49510825	49510843	+	19	0	0	0	0
MIMAT0030986	chr17	50768660	50768681	+	22	0	0	0	0
MIMAT0017992	chr17	56891319	56891341	-	23	39	41	0	0
MIMAT0017993	chr17	56891281	56891303	-	23	0	0	0	0
MIMAT0000433	chr17	58331283	58331303	-	21	70	0	2	1
MIMAT0000434	chr17	58331245	58331267	-	23	3	115	2	2
MIMAT0019862	chr17	58336004	58336022	-	19	0	0	0	0
MIMAT0003884	chr17	59137828	59137849	-	22	23	17	0	0
MIMAT0003885	chr17	59137787	59137809	-	23	346	147	0	1
MIMAT0000688	chr17	59151149	59151171	-	23	35	0	0	0
MIMAT0022696	chr17	59151187	59151208	-	22	68	153	0	0
MIMAT0019851	chr17	59366092	59366113	+	22	0	0	0	0
MIMAT0000076	chr17	59841273	59841294	+	22	109796	92976	48153	182410
MIMAT0004494	chr17	59841311	59841331	+	21	16	68	475	1
MIMAT0019863	chr17	60043077	60043096	-	20	0	0	0	0
MIMAT0003303	chr17	62944275	62944297	+	23	0	0	0	0
MIMAT0019864	chr17	64500817	64500837	-	21	40	0	0	0
MIMAT0019865	chr17	64500775	64500797	-	23	20	0	0	0
MIMAT0020541	chr17	64501230	64501250	-	21	0	0	0	0
MIMAT0023705	chr17	64780796	64780814	+	19	0	0	0	0
MIMAT0016866_1	chr17	64822075	64822092	-	18	0	0	0	0
MIMAT0003304	chr17	66787132	66787153	+	22	0	0	0	0
MIMAT0004812	chr17	67471540	67471561	-	22	0	0	0	0
MIMAT0003323	chr17	67471504	67471525	-	22	0	0	0	0
MIMAT0018447	chr17	67471543	67471567	+	25	0	0	0	0
MIMAT0003305	chr17	68424511	68424533	-	23	0	0	0	0
MIMAT0022255	chr17	69099570	69099590	+	21	0	0	0	0
MIMAT0022256	chr17	69099607	69099626	+	20	0	0	0	0
MIMAT0019062	chr17	69099606	69099627	-	22	0	0	0	0
MIMAT0019063	chr17	69099570	69099591	-	22	0	0	0	0
MIMAT0017994	chr17	74748663	74748683	+	21	254	86	2	2
MIMAT0018102	chr17	75406077	75406096	+	20	0	0	0	0
MIMAT0018103	chr17	75406137	75406158	+	22	0	0	0	0
MIMAT0027470	chr17	75498553	75498574	+	22	0	0	0	0
MIMAT0027471	chr17	75498608	75498628	+	21	0	0	0	0
MIMAT0019866	chr17	75784567	75784588	-	22	0	0	0	0
MIMAT0019867	chr17	75784530	75784551	-	22	0	0	0	0
MIMAT0027636	chr17	76098050	76098071	-	22	0	0	0	0
MIMAT0027637	chr17	76098019	76098039	-	21	19	0	0	0
MIMAT0003306	chr17	76736466	76736488	-	23	0	10	0	0
MIMAT0030417	chr17	77089428	77089449	+	22	0	0	0	0
MIMAT0030418	chr17	77089469	77089490	+	22	0	0	0	0
MIMAT0016867	chr17	77397028	77397044	-	17	0	0	0	0
MIMAT0019868	chr17	79707216	79707240	-	25	0	0	0	0
MIMAT0018925	chr17	80098831	80098850	+	20	0	8	0	0
MIMAT0019852	chr17	80419427	80419449	+	23	5	18	0	0
MIMAT0003335	chr17	81125291	81125313	-	23	0	0	0	0
MIMAT0015066	chr17	81125886	81125908	+	23	0	0	1	1
MIMAT0015378	chr17	81125926	81125948	+	23	0	0	0	0
MIMAT0004701	chr17	81125923	81125944	-	22	0	36	1	1
MIMAT0000763	chr17	81125887	81125908	-	22	0	1	0	1
MIMAT0005902	chr17	81133265	81133285	-	21	0	0	0	0
MIMAT0026740	chr17	81133228	81133246	-	19	0	0	0	0
MIMAT0019869	chr17	81400753	81400774	-	22	0	0	0	0
MIMAT0019870	chr17	81400716	81400737	-	22	0	0	0	0
MIMAT0015067	chr17	81451152	81451173	-	22	0	0	0	0
MIMAT0015068	chr17	81451116	81451136	-	21	0	0	0	0
MIMAT0027472	chr17	81693809	81693829	+	21	0	0	0	0
MIMAT0027473	chr17	81693844	81693866	+	23	0	0	0	0
MIMAT0027474	chr17	82236673	82236694	+	22	0	0	0	0
MIMAT0027475	chr17	82236707	82236728	+	22	0	26	0	0
MIMAT0019064	chr17	82668281	82668301	-	21	0	0	0	0
MIMAT0031005	chr18	112266	112288	-	23	0	0	0	0
MIMAT0025849	chr18	3885363	3885383	+	21	0	0	0	0
MIMAT0019361	chr18	5840702	5840725	+	24	0	0	0	0
MIMAT0016872	chr18	6374399	6374415	-	17	0	0	0	0
MIMAT0027476	chr18	10759624	10759644	-	21	0	0	0	0
MIMAT0027477	chr18	10759584	10759605	-	22	0	0	0	0
MIMAT0028216	chr18	11654919	11654941	-	23	0	0	0	0
MIMAT0028217	chr18	11654885	11654902	-	18	0	0	0	0
